individualID,nitrogenPercent,carbonPercent,extractChlAConc,extractChlBConc,extractCarotConc,leafArea,leafMassPerArea,dryMassFraction,ligninPercent,cellulosePercent,nlcdClass,collectDate,taxonID,scientificName,plantStatus,date,eventID,domainID,siteID,plotID,utmZone,northing,easting,adjDecimalLatitude,adjDecimalLongitude,api.elevation,stemDiameter,height,maxCrownDiameter,geometry,CHM,DSM,DTM
NEON.PLA.D02.SERC.12871,2.4,49.4,5.4,3.27,0.83,17777.1,47.5,0.282,15.79,18.07,deciduousForest,2016-07-26T14:00:00Z,LITU,Liriodendron tulipifera L.,Other damage,2016-05-04,vst_SERC_2016,D02,SERC,SERC_005,18N,4306070.343843926,365777.35812832654,38.893342,-76.547706,12.1,95,38.5,20,"c(-76.5476996794838, 38.8932628713058)",36.47999954223633,45.36000061035156,10.640000343322754
NEON.PLA.D02.SERC.11313,1.8,48.4,2.63,1.2,0.78,22568,59.8,0.481,14.62,18.74,deciduousForest,2016-07-26T17:45:00Z,FAGR,Fagus grandifolia Ehrh.,OK,2016-04-26,vst_SERC_2016,D02,SERC,SERC_003,18N,4306804.07048875,366125.932358889,38.899968,-76.543864,10.26,16.5,12.4,8.6,"c(-76.5438248167996, 38.8999256559361)",25.75,36.310001373291016,8.479999542236328
NEON.PLA.D02.SERC.11405,2.1,45.3,7.38,4.21,1.2,21450.9,69.7,0.341,13.3,15.11,deciduousForest,2016-07-26T20:00:00Z,LITU,Liriodendron tulipifera L.,OK,2016-04-27,vst_SERC_2016,D02,SERC,SERC_006,18N,4304709.0560486615,365784.0682552336,38.881005,-76.547218,4.85,49.9,30.6,16,"c(-76.547356228844, 38.8810010933325)",30.780000686645508,33.689998626708984,3.5199999809265137
NEON.PLA.D02.SERC.11409,1.2,46.3,4.52,2.27,0.66,15401.9,94.2,0.388,10.84,11.05,deciduousForest,2016-07-26T20:40:00Z,LIST2,Liquidambar styraciflua L.,Other damage,2016-04-27,vst_SERC_2016,D02,SERC,SERC_006,18N,4304709.478824833,365777.9599377743,38.881183,-76.547439,5.43,40.9,29.9,12.1,"c(-76.5474267094722, 38.8810039687623)",32.56999969482422,35.33000183105469,3.4700000286102295
NEON.PLA.D02.SERC.11491,1.7,46.4,4.84,2.03,0.52,19385,107.5,0.449,10.26,17.43,deciduousForest,2016-07-27T13:15:00Z,CATO6,Carya tomentosa (Lam.) Nutt.,Other damage,2016-03-31,vst_SERC_2016,D02,SERC,SERC_009,18N,4306562.865160983,364617.7529620658,38.897665,-76.561057,22.9,55.6,33.9,16.4,"c(-76.5611634522118, 38.8975216095016)",34.27000045776367,45.599998474121094,17.579999923706055
NEON.PLA.D02.SERC.11495,1.9,47.1,4.41,1.86,1,25374,69.7,0.337,15.13,15.56,deciduousForest,2016-07-27T14:15:00Z,LITU,Liriodendron tulipifera L.,OK,2016-03-31,vst_SERC_2016,D02,SERC,SERC_009,18N,4306576.903285584,364611.4501749898,38.897665,-76.561057,22.9,76.8,40.4,20.2,"c(-76.5612388773871, 38.8976470955246)",40.68000030517578,58.02000045776367,19.690000534057617
NEON.PLA.D02.SERC.11496,2.4,48.7,3.68,1.7,0.74,22352.8,34.8,0.479,20.97,25.04,deciduousForest,2016-07-27T14:45:00Z,FAGR,Fagus grandifolia Ehrh.,OK,2016-03-31,vst_SERC_2016,D02,SERC,SERC_009,18N,4306577.518597031,364614.40432099614,38.897665,-76.561057,22.9,12,13,8.3,"c(-76.5612049446935, 38.8976530937892)",39.400001525878906,59.47999954223633,19.809999465942383
NEON.PLA.D02.SERC.11271,1.4,49.8,4.84,4.53,0.32,26250.9,82.4,0.359,15.58,15.16,deciduousForest,2016-07-27T15:50:00Z,LITU,Liriodendron tulipifera L.,Disease damaged,2016-03-31,vst_SERC_2016,D02,SERC,SERC_002,18N,4306292.934112664,364803.2919937353,38.89513,-76.559014,8.3,60.5,33.2,15.6,"c(-76.5589714670069, 38.8951186074369)",32.959999084472656,39.93000030517578,8.550000190734863
NEON.PLA.D02.SERC.11273,1.9,47.9,4.22,2.08,0.62,19598.4,81.3,0.508,11.12,15.24,deciduousForest,2016-07-27T16:45:00Z,QUAL,Quercus alba L.,OK,2016-03-31,vst_SERC_2016,D02,SERC,SERC_002,18N,4306277.579617621,364802.8977434709,38.89513,-76.559014,8.3,88.2,31.7,20.6,"c(-76.5589729869827, 38.8949802307542)",33.380001068115234,41.75,8.350000381469727
NEON.PLA.D02.SERC.09556,1.5,47.7,3.72,2.72,0.37,14764.4,90.1,0.385,10.05,12.31,deciduousForest,2016-07-27T19:50:00Z,LIST2,Liquidambar styraciflua L.,OK,2015-07-16,vst_SERC_2015,D02,SERC,SERC_044,18N,4305813.100629487,365242.23270438967,38.890805,-76.55376,7.99,24.875,20.4,NaN,"c(-76.5538175149961, 38.8908636315284)",21.649999618530273,29.059999465942383,7.420000076293945
NEON.PLA.D02.SERC.09571,1.4,46.5,4.22,2.26,0.81,21741,62.8,0.456,8.81,13.01,deciduousForest,2016-07-27T20:20:00Z,ACRU,Acer rubrum L.,OK,2015-07-16,vst_SERC_2015,D02,SERC,SERC_044,18N,4305805.79627121,365234.90745489177,38.890806,-76.553978,10.73,22.2,17.425,NaN,"c(-76.5539005155331, 38.8907967085356)",29.260000228881836,36.13999938964844,6.880000114440918
NEON.PLA.D02.SERC.12785,1.6,46.7,4.46,3.71,0.18,15668.4,68,0.353,13.78,16.07,deciduousForest,2016-07-28T13:45:00Z,LIST2,Liquidambar styraciflua L.,OK,2016-05-04,vst_SERC_2016,D02,SERC,SERC_001,18N,4303317.037854785,366957.40861671587,38.86876,-76.533437,10.8,36,24.6,8.3,"c(-76.5335639198638, 38.868639796005)",30.389999389648438,30.1200008392334,2.7300000190734863
NEON.PLA.D02.SERC.12792,2,50.1,4.85,2.46,0.79,22911.4,63.3,0.333,12.41,12.2,deciduousForest,2016-07-28T15:00:00Z,LITU,Liriodendron tulipifera L.,OK,2016-05-04,vst_SERC_2016,D02,SERC,SERC_001,18N,4303327.89965666,366968.46761418734,38.86876,-76.533437,10.8,68.3,30.4,18.4,"c(-76.5334385893962, 38.8687393163005)",32.060001373291016,32.20000076293945,2.930000066757202
NEON.PLA.D02.SERC.08020,2.8,51.2,3.37,1.55,0.61,22120.5,62.7,0.391,9.91,18.2,deciduousForest,2016-07-28T17:05:00Z,CATO6,Carya tomentosa (Lam.) Nutt.,Other damage,2015-03-23,vst_SERC_2015,D02,SERC,SERC_045,18N,4304718.351817134,364795.8099250051,38.8808,-76.558713,19.78,38.575,26.5,NaN,"c(-76.5587476363678, 38.8809333237534)",27.729999542236328,43.279998779296875,15.5600004196167
NEON.PLA.D02.SERC.08010,1.1,45.3,3.19,2.02,0.52,20472.2,69.8,0.492,9.82,12.03,deciduousForest,2016-07-28T17:55:00Z,ACRU,Acer rubrum L.,Other damage,2015-03-23,vst_SERC_2015,D02,SERC,SERC_045,18N,4304705.104345959,364796.7725390408,38.8808,-76.558713,19.78,30.8,24.375,NaN,"c(-76.5587339345284, 38.8808141360158)",25.260000228881836,41.22999954223633,16.59000015258789
NEON.PLA.D02.SERC.09827,1.7,48.3,3.62,2.3,0.47,18809,72.2,0.491,10.31,15.97,deciduousForest,2016-07-29T13:45:00Z,QUAL,Quercus alba L.,Other damage,2015-07-26,vst_SERC_2015,D02,SERC,SERC_049,18N,4305353.895806338,364561.90098772023,38.886501,-76.561507,3.47,62.525,33.025,NaN,"c(-76.5615687494861, 38.8866223973121)",34,36.56999969482422,2.8299999237060547
NEON.PLA.D02.SERC.09839,1.3,47.2,3.83,2.08,0.58,19016.1,55.7,0.338,14.76,17.46,deciduousForest,2016-07-29T15:35:00Z,LIST2,Liquidambar styraciflua L.,Other damage,2015-07-26,vst_SERC_2015,D02,SERC,SERC_049,18N,4305349.10814809,364584.1031673222,38.886501,-76.561507,3.47,63.525,32.475,NaN,"c(-76.5613119079572, 38.8865826917991)",33.560001373291016,37.20000076293945,3.7200000286102295
NEON.PLA.D02.SERC.09843,1.8,47.6,4.61,2.02,0.75,23007.7,39,0.464,16.69,24.52,deciduousForest,2016-07-29T15:55:00Z,FAGR,Fagus grandifolia Ehrh.,OK,2015-07-26,vst_SERC_2015,D02,SERC,SERC_049,18N,4305353.2906153025,364576.9202051063,38.886662,-76.561497,5.61,38.325,22.175,NaN,"c(-76.561395522025, 38.8866192609866)",31.639999389648438,29.459999084472656,3.5
NEON.PLA.D03.DSNY.02429,1.16,52.76,3.1,0.7,1.55,29477,103.8,0.39,17.94,22.52,woodyWetlands,2018-09-19T13:16:00Z,ILGL,Ilex glabra (L.) A. Gray,OK,2018-01-04,vst_DSNY_2017,D03,DSNY,DSNY_004,17N,3108307.385702123,460700.800683991,28.099646,-81.400075,18.93,NaN,1.5,0.4,"c(-81.4000636805173, 28.0996641746103)",0,19.200000762939453,19.200000762939453
NEON.PLA.D03.DSNY.00003,0.82,50.39,4.6,1.3,1.52,9121,216.1,0.418,21.25,30.81,woodyWetlands,2018-09-19T16:21:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-19,vst_DSNY_2014,D03,DSNY,DSNY_006,17N,3107562.754263333,460764.2262533272,28.092969,-81.399332,20.67,29,14.1,7.2,"c(-81.3993931392655, 28.092944304772)",14.010000228881836,34.47999954223633,20.540000915527344
NEON.PLA.D03.DSNY.00193,0.72,50.14,4.22,1.14,1.38,10418,311.2,0.393,17.89,29.71,woodyWetlands,2018-09-20T20:44:00Z,PIPA2,Pinus palustris Mill.,Disease damaged,2014-08-13,vst_DSNY_2014,D03,DSNY,DSNY_010,17N,3110421.434757858,457263.8152335504,28.11859,-81.435161,19.97,31.5,17.4,9.8,"c(-81.435128215609, 28.1186409697841)",17.459999084472656,37.15999984741211,19.729999542236328
NEON.PLA.D03.DSNY.00629,1.59,49.3,15.02,4.05,4.02,23015,165.9,0.526,23,23.21,woodyWetlands,2018-09-26T11:28:00Z,QUGE2,Quercus geminata Small,Other damage,2016-11-16,vst_DSNY_2016,D03,DSNY,DSNY_007,17N,3103147.9061599714,458967.75065745355,28.053026,-81.417608,17.55,50.7,12.9,9.9,"c(-81.4175255211032, 28.0530371921272)",12.600000381469727,24.139999389648438,17.649999618530273
NEON.PLA.D03.DSNY.00233,0.81,53.63,5.82,2.09,3.37,17398,165.7,0.475,14.3,16.73,woodyWetlands,2018-09-26T14:01:00Z,ILGL,Ilex glabra (L.) A. Gray,OK,2014-09-24,vst_DSNY_2014,D03,DSNY,DSNY_002,17N,3102613.3259569416,459025.7907735064,28.048244,-81.416879,17.67,NaN,NaN,NaN,"c(-81.4169163306527, 28.0482133357119)",0,18.059999465942383,18.059999465942383
NEON.PLA.D03.DSNY.00245,0.69,52.52,4.01,1.15,1.75,19116,159.4,0.477,19.97,27.08,woodyWetlands,2018-09-26T14:25:00Z,LYLU3,Lyonia lucida (Lam.) K. Koch,OK,2014-09-24,vst_DSNY_2014,D03,DSNY,DSNY_002,17N,3102614.032690987,459031.2234612572,28.048244,-81.416879,17.67,NaN,NaN,NaN,"c(-81.4168610783537, 28.0482198831834)",0,17.739999771118164,17.739999771118164
NEON.PLA.D04.GUAN.01942,1.62,45.21,13.2,3.68,3.88,22583.7,127.5,0.407,8.5,23.75,evergreenForest,2018-04-24T12:12:00Z,BOURR,Bourreria sp.,OK,2015-08-13,vst_GUAN_2015,D04,GUAN,GUAN_002,19N,1988244.4722875794,730376.3185050628,17.970294,-66.824633,89.06,10.3,5.75,3.85,"c(-66.8246087447368, 17.9702552581915)",5.949999809265137,94.05000305175781,88.12999725341797
NEON.PLA.D04.GUAN.01945,1.46,44.87,13.02,3.13,2.6,24701.7,150.2,0.51,11.44,25.06,evergreenForest,2018-04-24T12:50:00Z,BUBU,Bucida buceras L.,OK,2015-08-13,vst_GUAN_2015,D04,GUAN,GUAN_002,19N,1988239.184980704,730383.244517079,17.970294,-66.824633,89.06,16.9,7.25,8.7,"c(-66.8245439634039, 17.9702067694646)",6.409999847412109,93.55999755859375,87.5199966430664
NEON.PLA.D04.GUAN.01580,1.92,47.47,11.5,2.85,3.88,12611.2,154.6,0.551,9.6,18.15,evergreenForest,2018-04-24T13:16:00Z,AMEL,Amyris elemifera L.,OK,2015-08-14,vst_GUAN_2015,D04,GUAN,GUAN_002,19N,1988249.658045886,730364.2995926824,17.970377,-66.82473,90.04,9.3,6.65,2.8,"c(-66.8247216030188, 17.9703033687814)",5.590000152587891,90.87999725341797,89.01000213623047
NEON.PLA.D04.GUAN.04354,2.5,47.12,12.22,3.25,3.33,10177.4,92.4,0.373,10.08,15.92,evergreenForest,2018-04-24T16:16:00Z,PIAC,Pictetia aculeata (Vahl) Urb.,OK,2016-03-31,vst_GUAN_2016,D04,GUAN,GUAN_008,19N,1987747.4897916494,729604.5597934444,17.96585,-66.831939,66.97,6.05,4.3,2.8,"c(-66.8319472301011, 17.9658479877702)",3.9200000762939453,70.23999786376953,66.54000091552734
NEON.PLA.D04.GUAN.02699,2.89,48.75,13.48,3.42,3.82,12885.9,136.6,0.46,11,17.83,evergreenForest,2018-04-25T11:21:00Z,GUSA,Guaiacum sanctum L.,OK,2016-08-03,vst_GUAN_2016,D04,GUAN,GUAN_042,19N,1988249.2228808014,726189.7218428282,17.970724,-66.86417,146.39,16.35,5.475,NaN,"c(-66.8641209667579, 17.9707373146459)",2.799999952316284,149.49000549316406,146.69000244140625
NEON.PLA.D04.GUAN.02995,1.56,41.47,14.68,3.81,3.45,15514.2,132.8,0.493,9.515,26.415,evergreenForest,2018-04-25T11:55:00Z,BUBU,Bucida buceras L.,OK,2016-08-03,vst_GUAN_2016,D04,GUAN,GUAN_042,19N,1988231.2677215638,726192.9512893575,17.970549,-66.864171,142.76,20.133333333333333,6.5,NaN,"c(-66.8640924370727, 17.9705748016635)",8.699999809265137,152.8800048828125,144.17999267578125
NEON.PLA.D04.GUAN.02692,2.07,48.29,13.22,3.07,3.74,14865.5,58.5,0.271,20.72,19.56,evergreenForest,2018-04-25T12:28:00Z,BUSI,Bursera simaruba (L.) Sarg.,OK,2016-08-03,vst_GUAN_2016,D04,GUAN,GUAN_042,19N,1988263.8725023249,726196.1817010097,17.97091,-66.864154,152.37,24.475,5.824999999999999,NaN,"c(-66.8640584072538, 17.9708689637788)",5.739999771118164,154.8300018310547,149.3300018310547
NEON.PLA.D04.GUAN.00065,1.99,50.19,11.9,3.23,3.36,15119.4,131.6,0.484,12.63,11.99,evergreenForest,2018-04-25T13:35:00Z,GUOF,Guaiacum officinale L.,OK,2016-07-06,vst_GUAN_2016,D04,GUAN,GUAN_043,19N,1988044.111017822,725807.8536685669,17.969048,-66.867671,113.56,16.666666666666668,5.9,NaN,"c(-66.8677472992899, 17.9689243231463)",7.519999980926514,122.95999908447266,115.44000244140625
NEON.PLA.D04.GUAN.00045,1.54,49.81,20.28,5.57,6.09,19200,119.8,0.523,24.92,24.56,evergreenForest,2018-04-25T13:53:00Z,SWMA2,Swietenia mahagoni (L.) Jacq.,OK,2016-06-23,vst_GUAN_2016,D04,GUAN,GUAN_043,19N,1988052.7856963906,725804.0561835301,17.969055,-66.867864,116.12,28.833333333333332,9.166666666666668,NaN,"c(-66.8677821994862, 17.9690030700822)",10.5600004196167,125.08999633789062,114.51000213623047
NEON.PLA.D04.GUAN.00138,3.81,50.75,17.94,5,5.43,28952.2,81.2,0.294,31.38,18.37,evergreenForest,2018-04-25T14:27:00Z,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,2016-07-05,vst_GUAN_2016,D04,GUAN,GUAN_043,19N,1988052.6684294064,725818.2948463196,17.969048,-66.867671,113.56,26.3,5.866666666666666,NaN,"c(-66.8676478279785, 17.9690005336251)",2.809999942779541,115.5199966430664,112.72000122070312
NEON.PLA.D04.GUAN.04332,2.225,50.16,8.66,2.55,2.71,22314.9,46.2,0.243,16.17,15.53,evergreenForest,2018-04-26T11:30:00Z,BUSI,Bursera simaruba (L.) Sarg.,OK,2016-02-26,vst_GUAN_2016,D04,GUAN,GUAN_004,19N,1988095.2896699538,727410.065620221,17.969254,-66.85267,133.51,14.45,5.85,4.2,"c(-66.852620155067, 17.9692197690914)",8.09000015258789,141.1300048828125,134.17999267578125
NEON.PLA.D04.GUAN.04334,1.7,43.94,17.44,4.75,3.88,20201.4,135.1,0.491,12.69,29.99,evergreenForest,2018-04-26T11:58:00Z,BUBU,Bucida buceras L.,OK,2016-02-26,vst_GUAN_2016,D04,GUAN,GUAN_004,19N,1988090.5885155015,727406.5474954105,17.969156,-66.852572,135.76,24.4,7.7,6.9,"c(-66.8526538720228, 17.9691776745077)",10,141.42999267578125,132.50999450683594
NEON.PLA.D04.GUAN.04562,1.69,41.76,10.14,2.63,2.79,28684,134.9,0.414,7.39,23.95,evergreenForest,2018-04-26T14:36:00Z,BOSU2,Bourreria succulenta Jacq.,OK,2015-11-12,vst_GUAN_2015,D04,GUAN,GUAN_001,19N,1988481.623701085,727545.6389927302,17.972681,-66.851328,150.74,12.4,8.6,5,"c(-66.8512984191709, 17.9726950753237)",7.480000019073486,158.25,150.85000610351562
NEON.PLA.D04.GUAN.04566,1.63,38.95,18.72,5.4,4.09,22665.3,114.7,0.464,5.03,22.45,evergreenForest,2018-04-26T14:55:00Z,BUBU,Bucida buceras L.,OK,2015-11-12,vst_GUAN_2015,D04,GUAN,GUAN_001,19N,1988498.610113006,727543.4290900503,17.972863,-66.851329,147.73,43,11.7,9.6,"c(-66.8513174203535, 17.9728487323523)",14.430000305175781,161.97000122070312,147.8000030517578
NEON.PLA.D04.GUAN.02440,2.045,49.239999999999995,15.22,3.97,3.57,26496.3,76.2,0.323,19.11,17.4,evergreenForest,2018-04-27T11:35:00Z,BUSI,Bursera simaruba (L.) Sarg.,OK,2015-09-09,vst_GUAN_2015,D04,GUAN,GUAN_007,19N,1988481.6998282967,726862.8472910862,17.972749,-66.857805,177.88,23.6,8.7,6.4,"c(-66.8577426650594, 17.9727670548229)",6.679999828338623,178.86000061035156,176.58999633789062
NEON.PLA.D04.GUAN.02790,1.37,44.4,14.26,3.72,3.46,20807.2,111.5,0.496,6.36,25.77,evergreenForest,2018-04-27T11:59:00Z,BUBU,Bucida buceras L.,OK,2015-09-09,vst_GUAN_2015,D04,GUAN,GUAN_007,19N,1988497.6757571567,726860.1025247038,17.972922,-66.857803,170.97,18.5,11.6,7.9,"c(-66.8577668300881, 17.9729116405717)",11.850000381469727,182.5800018310547,171.10000610351562
NEON.PLA.D04.GUAN.02073,3.39,50.84,9.26,2.41,3.61,24186.5,81,0.307,23.65,13.38,evergreenForest,2018-04-27T13:14:00Z,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,2015-08-26,vst_GUAN_2015,D04,GUAN,GUAN_003,19N,1988525.7580892066,726446.173036248,17.973234,-66.861607,182.78,11.5,5.8,2.6,"c(-66.8616705007314, 17.9732084047613)",2.880000114440918,184.6199951171875,182.8699951171875
NEON.PLA.D04.GUAN.02069,2.12,50.63,13.46,3.74,3.37,21577.9,83.4,0.342,23.06,18.67,evergreenForest,2018-04-27T13:33:00Z,BUSI,Bursera simaruba (L.) Sarg.,OK,2016-04-06,vst_GUAN_2016,D04,GUAN,GUAN_003,19N,1988513.4863829364,726444.8570047811,17.973047,-66.861605,185.75,15.399999999999999,5.35,3.3499999999999996,"c(-66.8616842561058, 17.9730976995414)",6.420000076293945,190.97000122070312,184.55999755859375
NEON.PLA.D04.GUAN.08289,1.865,49.93,15.32,3.53,4.15,21534.7,42.3,0.216,16.03,15.82,evergreenForest,2018-04-30T13:50:00Z,BUSI,Bursera simaruba (L.) Sarg.,OK,2016-10-20,vst_GUAN_2016,D04,GUAN,GUAN_049,19N,1987908.6063410807,726174.7612618516,17.967564,-66.864305,122.24,26,6.9,NaN,"c(-66.8642991511632, 17.9676622999674)",7.349999904632568,130.8800048828125,123.5199966430664
NEON.PLA.D04.GUAN.01201,2.3,43.75,12,3.16,4.12,30586.1,85,0.339,20.55,19.8,evergreenForest,2018-04-30T14:19:00Z,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,2016-10-20,vst_GUAN_2016,D04,GUAN,GUAN_049,19N,1987915.2078772474,726176.2286584879,17.967564,-66.864305,122.24,13.5,4.9,NaN,"c(-66.864284585279, 17.9677217749204)",6.360000133514404,129.13999938964844,124.25
NEON.PLA.D04.GUAN.01211,1.72,44.83,9.08,1.93,2.48,14465.8,116.8,0.494,10.03,27.04,evergreenForest,2018-04-30T14:23:00Z,BUBU,Bucida buceras L.,OK,2016-10-20,vst_GUAN_2016,D04,GUAN,GUAN_049,19N,1987897.438397791,726180.6607138992,17.967564,-66.864305,122.24,10.7,6.2,NaN,"c(-66.8642446853674, 17.967560814113)",5.860000133514404,127.23999786376953,121.38999938964844
NEON.PLA.D04.GUAN.03365,3.68,53.54,7.83,2.55,2.69,24535.8,80.7,0.306,28.09,14.37,evergreenForest,2018-05-01T15:14:00Z,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,2016-11-17,vst_GUAN_2016,D04,GUAN,GUAN_048,19N,1988055.6192875048,726173.8513573575,17.96893,-66.864286,129.87,17.7,6.1,NaN,"c(-66.8642917763832, 17.968990267788)",6.840000152587891,134.75999450683594,130.35000610351562
NEON.PLA.D04.GUAN.05593,2.44,48.91,6.06,1.99,2.29,23057.8,39,0.205,15,15.9,evergreenForest,2018-05-01T15:20:00Z,BUSI,Bursera simaruba (L.) Sarg.,OK,2016-11-17,vst_GUAN_2016,D04,GUAN,GUAN_048,19N,1988063.653345733,726174.334823303,17.96893,-66.864286,129.87,12.1,5.8,NaN,"c(-66.8642863410888, 17.9690627840166)",6.840000152587891,137.89999389648438,131.0500030517578
NEON.PLA.D04.GUAN.03369,1.66,43.5,12.34,3.53,3.36,23663.8,121.3,0.451,8.53,29.54,evergreenForest,2018-05-01T16:08:00Z,BUBU,Bucida buceras L.,OK,2016-11-16,vst_GUAN_2016,D04,GUAN,GUAN_048,19N,1988051.5301425774,726159.5099117558,17.96893,-66.864467,130.25,22.5,9,NaN,"c(-66.8644275743419, 17.9689548234355)",10.979999542236328,141.1699981689453,130.19000244140625
